sno,district,mandal,village,temp_id,long_gis,lat_gis,RL_GIS,season,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3 ,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1
137,JAGITYAL,Jagityal,Jagityal,1106,78.85,18.83,283,premonsoon 2022,8.04,1058,677,0,160,120,1.10,165.1,31,52,8,64,53.48,379.91,1.16,C3S1,-4.40,P.S.
138,JAGITYAL,Jagityal,Morapally,1107,78.89,18.79,276,premonsoon 2022,8.19,772,494,0,270,100,0.85,16.5,16,102,6,64,14.59,219.98,2.99,C3S1,1.00,P.S.
139,JAGITYAL,Kathalapur,Kathalapur,1108,78.69,18.75,315,premonsoon 2022,7.87,3020,1933,0,600,570,1.78,4.8,15,268,4,40,179.89,839.70,4.02,C4S1,-4.79,P.S.
140,JAGITYAL,Kodimal,Chepial,1109,78.94,18.62,380,premonsoon 2022,8.14,530,339,0,150,80,1.69,3.4,21,67,22,32,9.72,119.98,2.66,C2S1,0.60,P.S.
141,JAGITYAL,Korutla,Ilapur,1110,78.70,18.86,282,premonsoon 2022,8.2,583,373,0,160,90,0.80,12.9,11,60,2,64,4.86,179.99,1.94,C2S1,-0.40,P.S.
142,JAGITYAL,Korutla,Korutla,1111,78.71,18.82,298,premonsoon 2022,7.87,803,514,0,220,90,0.90,3.4,23,51,4,32,43.76,259.93,1.38,C3S1,-0.80,P.S.
143,JAGITYAL,Mallapur,Mallapur,1112,78.71,18.96,254,premonsoon 2022,7.94,781,500,0,250,80,0.52,25.4,14,51,8,80,19.45,279.97,1.33,C3S1,-0.60,P.S.
144,JAGITYAL,Mallapur,VV Raopet,1113,78.77,18.99,222,premonsoon 2022,8.04,946,605,0,240,100,0.64,51.5,30,76,10,56,34.03,279.94,1.97,C3S1,-0.80,P.S.
145,JAGITYAL,Mallial,Nukapalli,1114,78.92,18.71,335,premonsoon 2022,7.49,1500,960,0,220,270,0.12,36.8,50,41,2,64,106.96,599.82,0.73,C3S1,-7.60,P.S.
146,JAGITYAL,Medipally,Desaipet,1115,0.00,0.00,,premonsoon 2022,7.74,793,508,0,250,60,1.56,34.8,38,68,2,72,19.45,259.97,1.83,C3S1,-0.20,P.S.
147,JAGITYAL,Medipally,Katlakunta,1116,78.81,18.84,280,premonsoon 2022,8.04,555,355,0,170,40,0.41,1.0,36,32,1,32,29.17,199.95,0.98,C2S1,-0.60,P.S.
148,JAGITYAL,Medipally,Rangapur,1117,78.79,18.76,321,premonsoon 2022,8.11,1102,705,0,440,80,2.12,12.3,28,145,4,48,38.90,279.93,3.77,C3S1,3.20,U.S.
149,JAGITYAL,Metpalli,Metpalli,1121,78.62,18.85,311,premonsoon 2022,7.94,659,422,0,200,90,0.85,32.4,10,74,7,48,19.45,199.97,2.28,C2S1,0.00,P.S.
150,JAGITYAL,Metpalli,Atmakur,1118,78.62,18.75,331,premonsoon 2022,8.14,876,561,0,270,100,1.25,14.5,31,65,1,56,43.76,319.93,1.58,C3S1,-1.00,P.S.
151,JAGITYAL,Metpalli,Bandalingapur,1119,78.59,18.83,312,premonsoon 2022,7.94,1034,662,0,330,100,0.98,9.3,33,78,8,64,43.76,339.93,1.84,C3S1,-0.20,P.S.
152,JAGITYAL,Metpalli,Metla Chittapur,1120,78.59,18.78,330,premonsoon 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,JAGITYAL,Pegadapalli,Pegadapalli,1122,79.06,18.71,253,premonsoon 2022,7.64,1205,771,0,270,150,0.95,94.2,21,69,2,104,43.76,439.93,1.43,C3S1,-3.40,P.S.
154,JAGITYAL,Raikal,Bornapally,1123,78.82,19.03,199,premonsoon 2022,7.79,1228,786,0,330,150,0.80,50.3,12,102,5,96,34.03,379.94,2.28,C3S1,-1.00,P.S.
155,JAGITYAL,Raikal,Itikyal,1124,78.76,18.92,237,premonsoon 2022,8.02,954,611,0,260,120,1.58,77.7,14,68,4,80,38.90,359.93,1.56,C3S1,-2.00,P.S.
156,JAGITYAL,Raikal,Raikal,1125,78.80,18.91,240,premonsoon 2022,7.74,685,438,0,240,70,1.85,0.8,23,40,4,64,29.17,279.95,1.04,C2S1,-0.80,P.S.
157,JAGITYAL,Raikal,Vodde lingapur,1126,78.84,18.96,233,premonsoon 2022,8.01,734,470,0,280,50,0.70,8.9,14,40,7,40,43.76,279.93,1.04,C2S1,0.00,P.S.
158,JAGITYAL,Sarangapur,Rachapalli,1127,78.93,18.93,262,premonsoon 2022,8.15,777,497,0,290,50,0.85,20.7,23,82,5,56,19.45,219.97,2.40,C3S1,1.40,MR
159,JAGITYAL,Sarangapur,Sarangapur,1128,78.96,18.93,251,premonsoon 2022,8.24,755,483,0,310,50,1.39,15.3,26,40,2,48,53.48,339.91,0.94,C3S1,-0.60,P.S.
160,JAGITYAL,Velgatur,Chegyam,1129,79.27,18.81,134,premonsoon 2022,8.21,824,527,0,310,80,0.93,8.3,61,88,7,64,34.03,299.94,2.21,C3S1,0.20,P.S.
161,JAGITYAL,Velgatur,Stambampally,1130,79.16,18.86,151,premonsoon 2022,8.03,907,580,0,310,80,0.45,16.1,7,70,1,72,29.17,299.95,1.76,C3S1,0.20,P.S.
162,JAGITYAL,Velgatur,Velgatur,1131,79.17,18.84,148,premonsoon 2022,8.11,1331,852,0,460,140,2.12,35.4,7,250,4,32,19.45,159.97,8.59,C3S2,6.00,U.S.
163,JANGAON,Bachannapet,Bachannapet,1132,79.04,17.79,447,premonsoon 2022,7.98,597,382,0,110,110,0.51,21.9,15,29,1,48,29.17,240,0.81,C2S1,-2.60,P.S.
164,JANGAON,Bachannapet,Padamati Keshapur,1133,78.94,17.84,505,premonsoon 2022,7.93,857,548,0,120,120,0.70,39.7,97,91,7,40,29.17,220,2.67,C3S1,-2.00,P.S.
165,JANGAON,Chilpur,Kistajigudem,1137,79.30,17.88,360,premonsoon 2022,8.14,717,459,0,120,110,0.28,57.4,44,75,5,40,24.31,200,2.31,C2S1,-1.60,P.S.
166,JANGAON,Chilpur,Malkapur,1138,79.31,17.93,363,premonsoon 2022,7.93,1796,1149,0,180,500,1.50,10.3,39,254,11,72,53.48,400,5.52,C3S1,-4.40,P.S.
167,JANGAON,Devaruppula,Devaruppula,1134,79.36,17.54,252,premonsoon 2022,7.98,534,342,0,100,110,1.15,33.8,11,44,3,48,19.45,200,1.35,C2S1,-2.00,P.S.
168,JANGAON,Devaruppula,Singarajupalli,1135,79.27,17.59,299,premonsoon 2022,7.88,649,415,0,110,120,0.95,6.4,39,55,1,48,24.31,220,1.61,C2S1,-2.20,P.S.
169,JANGAON,Ghanpur stn,Chagal,1136,79.36,17.84,330,premonsoon 2022,7.75,1592,1019,0,400,200,0.68,44.5,46,221,1,56,38.90,300,5.55,C3S1,2.00,MR
170,JANGAON,Ghanpur stn,Namiligonda,1139,79.40,17.83,299,premonsoon 2022,7.93,1410,902,0,180,210,0.72,189.2,39,210,2,40,29.17,220,6.16,C3S1,-0.80,P.S.
171,JANGAON,Jangaon,Jangaon,1144,79.15,17.70,374,premonsoon 2022,7.85,1351,865,0,260,140,0.38,155.0,89,201,13,48,29.17,240,5.64,C3S1,0.40,P.S.
172,JANGAON,Jangaon,Siddanki,1145,79.10,17.77,428,premonsoon 2022,7.67,969,620,0,110,120,0.89,251.6,46,142,1,48,29.17,240,3.99,C3S1,-2.60,P.S.
173,JANGAON,Kodakandla,Kodakandla,1146,79.51,17.53,231,premonsoon 2022,7.85,1662,1064,0,480,170,0.77,12.1,64,221,13,64,38.90,320,5.37,C3S1,3.20,U.S.
174,JANGAON,Lingala ghanpur,Jeedikal,1147,79.16,17.61,325,premonsoon 2022,7.35,1091,698,0,120,150,3.32,5.2,35,66,17,40,29.17,220,1.93,C3S1,-2.00,P.S.
175,JANGAON,Lingala ghanpur,Lingala ghanpur,1149,79.20,17.66,328,premonsoon 2022,7.94,1796,1149,0,370,310,0.55,22.7,63,245,1,72,48.62,380,5.47,C3S1,-0.20,P.S.
176,JANGAON,Lingala ghanpur,Vadicherla,1148,79.24,17.66,309,premonsoon 2022,7.93,814,521,0,120,150,0.98,42.7,47,102,1,40,24.31,200,3.14,C3S1,-1.60,P.S.
177,JANGAON,Narmetta,Machupahad,1151,79.22,17.87,433,premonsoon 2022,7.97,2294,1468,0,300,390,1.44,177.2,71,346,2,64,43.76,340,8.16,C4S3,-0.80,P.S.
178,JANGAON,Narmetta,Veldanda,1152,79.12,17.86,472,premonsoon 2022,7.85,1307,836,0,300,260,0.78,9.5,61,245,3,40,29.17,220,7.18,C3S1,1.60,MR
179,JANGAON,Palakurthi,Gudur,1153,79.41,17.74,299,premonsoon 2022,7.36,530,339,0,100,70,1.32,8.1,51,36,4,32,24.31,180,1.17,C2S1,-1.60,P.S.
180,JANGAON,Palakurthi,Palakurthi,1154,79.42,17.67,279,premonsoon 2022,7.44,519,332,0,100,100,0.63,8.3,35,60,12,24,19.45,140,2.21,C2S1,-0.80,P.S.
181,JANGAON,Raghunadhapalli,Ibrahimpur,1155,79.23,17.76,349,premonsoon 2022,7.85,932,596,0,190,120,1.66,14.7,47,104,2,48,19.45,200,3.20,C3S1,-0.20,P.S.
182,JANGAON,Raghunadhapalli,Nidigonda,1156,79.23,17.73,350,premonsoon 2022,7.96,892,571,0,200,120,0.82,49.9,11,92,4,48,24.31,220,2.70,C3S1,-0.40,P.S.
183,JANGAON,Raghunadhapalli,Raghunadhapalli,1157,79.26,17.76,349,premonsoon 2022,8.01,1494,956,0,320,180,0.23,57.2,63,174,5,64,38.90,320,4.23,C3S1,0.00,P.S.
184,JANGAON,Tarigopulla,Tarigopulla,1150,79.18,17.94,454,premonsoon 2022,7.62,1294,828,0,230,150,0.42,112.7,36,159,4,48,29.17,240,4.46,C3S1,-0.20,P.S.
185,JANGAON,Zafergad,Kunur,1158,79.48,17.85,279,premonsoon 2022,7.85,992,635,0,220,100,0.71,51.1,32,110,4,40,24.31,200,3.38,C3S1,0.40,P.S.
186,JANGAON,Zafergad,Zafergad,1159,79.49,17.77,314,premonsoon 2022,7.67,1955,1251,0,480,270,0.21,29.4,67,289,5,64,43.76,340,6.82,C3S1,2.80,U.S.
187,JOGULAMBA(GADWAL),Alampur,Alampur,1160,78.12,15.90,283,premonsoon 2022,7.60,2398,1535,0,240,380,1.35,34.7,399,353,4,128,34,460,7.15,C4S1,-4.40,P.S.
188,JOGULAMBA(GADWAL),Dharoor,Dharoor,1161,77.68,16.22,353,premonsoon 2022,7.82,1808,1157,0,310,240,0.48,39.6,225,98,6,120,97,700,1.61,C3S1,-7.80,P.S.
189,JOGULAMBA(GADWAL),Dharoor,Neelahally,1163,77.64,16.27,375,premonsoon 2022,7.62,2284,1462,0,170,440,0.85,189.3,240,209,3,136,97,740,3.34,C4S1,-11.40,P.S.
190,JOGULAMBA(GADWAL),Gadwal,Gadwal,1164,77.80,16.23,315,premonsoon 2022,7.70,2909,1862,0,460,470,1.54,17.5,308,279,2,96,151,860,4.14,C4S1,-7.99,P.S.
191,JOGULAMBA(GADWAL),Gattu,Allor,4002,77.63,16.18,,premonsoon 2022,7.78,1427,913,0,120,200,0.44,79.0,285,58,1,208,29,640,0.99,C3S1,-10.40,P.S.
192,JOGULAMBA(GADWAL),Gattu,Gattu,1165,77.58,16.13,388,premonsoon 2022,7.62,1627,1041,0,260,220,0.32,12.8,220,110,5,160,44,580,1.98,C3S1,-6.40,P.S.
193,JOGULAMBA(GADWAL),Gattu,Induvasi,3063,77.52,16.04,,premonsoon 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,JOGULAMBA(GADWAL),Ieeza,Eklaspur,1167,77.65,16.05,323,premonsoon 2022,7.67,3571,2285,0,580,760,0.31,11.5,106,480,37,184,63,720,7.78,C4S1,-2.80,P.S.
195,JOGULAMBA(GADWAL),Ieeza,Ieeza,1168,77.67,16.02,327,premonsoon 2022,7.76,3879,2483,0,670,660,0.99,214.9,155,605,9,80,102,620,10.56,C4S2,1.00,P.S.
196,JOGULAMBA(GADWAL),Itikyal,Kodandapur,1162,77.57,16.25,384,premonsoon 2022,8.09,1255,803,0,230,140,1.19,17.3,229,157,5,32,63,340,3.69,C3S1,-2.20,P.S.
197,JOGULAMBA(GADWAL),K-T Doddi,Kondapur,1169,77.83,16.07,319,premonsoon 2022,7.87,1681,1076,0,330,200,0.82,23.0,234,164,1,88,73,520,3.13,C3S1,-3.80,P.S.
198,JOGULAMBA(GADWAL),K-T Doddi,Kuchinerla,1166,77.53,16.18,393,premonsoon 2022,7.91,567,363,0,150,20,0.46,52.1,66,25,0.43,56,24,240,0.70,C2S1,-1.80,P.S.
199,JOGULAMBA(GADWAL),Maldakal,Maldakal,1170,77.69,16.13,375,premonsoon 2022,7.68,1893,1212,0,160,360,0.84,139.1,184,130,2,88,117,700,2.14,C3S1,-10.80,P.S.
200,JOGULAMBA(GADWAL),Manopad,Manopad,1171,77.95,15.97,297,premonsoon 2022,8.14,2416,1546,0,370,300,1.62,35.6,398,387,1,40,73,400,8.42,C4S2,-0.60,P.S.
201,JOGULAMBA(GADWAL),Undavally,Pullur,3064,78.01,15.92,,premonsoon 2022,7.68,6012,3848,0,390,1310,1.20,49.8,616,877,3,288,83,1060,11.72,O.G,-13.40,P.S.
202,JOGULAMBA(GADWAL),Undavally,Undavally,3065,78.04,15.93,,premonsoon 2022,7.40,2177,1393,0,210,350,0.95,199.5,266,223,4,112,92,660,3.77,C3S1,-9.00,P.S.
203,JOGULAMBA(GADWAL),Waddepalli,Santhinagar,1172,77.84,15.94,289,premonsoon 2022,8.07,2692,1723,0,290,420,1.35,62.9,418,378,13,80,83,540,7.07,C4S1,-5.00,P.S.
204,KAMAREDDY,Bansawada,Bansawada,1177,77.88,18.39,376,premonsoon 2022,8.40,1982,1268,20,450,80,4.18,71.2,384,371,1,40,39,260,10.01,C3S1,4.20,U.S.
205,KAMAREDDY,Bansawada,Budimi,1182,77.89,18.34,364,premonsoon 2022,8.26,890,570,0,190,110,0.57,18.3,95,61,1,72,39,340,1.43,C3S1,-3.00,P.S.
206,KAMAREDDY,Bhiknoor,Bhiknoor,1179,78.40,18.20,521,premonsoon 2022,8.01,1297,830,0,200,230,0.95,63.8,107,120,9.4,56,68,420,2.54,C3S1,-4.40,P.S.
207,KAMAREDDY,Bhiknoor,Issannapally,1185,78.48,18.14,531,premonsoon 2022,7.89,316,202,0,130,20,0.45,0.4,30,13,2,56,5,160,0.45,C2S1,-0.60,P.S.
208,KAMAREDDY,Bhiknoor,P.D.Mallareddy,1197,78.45,18.17,524,premonsoon 2022,8.15,790,506,0,150,50,0.89,37.8,140,55,1,64,29,280,1.43,C3S1,-2.60,P.S.
209,KAMAREDDY,Bibipet,Bibipet,1180,78.52,18.21,475,premonsoon 2022,8.26,589,377,0,240,20,0.91,24.1,30,30,1,16,53,260,0.82,C2S1,-0.40,P.S.
210,KAMAREDDY,BICHKUNDA,Pulkal,1198,77.77,18.40,365,premonsoon 2022,7.56,1324,847,0,170,200,0.65,28.6,169,107,6.8,112,34,420,2.27,C3S1,-5.00,P.S.
211,KAMAREDDY,Birkur,Birkur,1181,77.80,18.47,360,premonsoon 2022,8.06,2562,1640,0,310,310,1.18,17.0,490,273,3,96,117,720,4.42,C4S1,-8.20,P.S.
212,KAMAREDDY,Domakonda,Domakonda,1183,78.44,18.25,508,premonsoon 2022,8.01,1002,641,0,200,150,0.89,24.8,84,69,3,48,63,380,1.54,C3S1,-3.60,P.S.
213,KAMAREDDY,Gandhari,Gandhari,1184,78.11,18.40,544,premonsoon 2022,7.80,892,571,0,280,50,0.75,42.3,54,29,2,64,53,380,0.64,C3S1,-2.00,P.S.
214,KAMAREDDY,Gandhari,Ramlaxmanpally,1199,78.13,18.32,500,premonsoon 2022,7.74,1292,827,0,170,210,0.69,74.1,141,73,2.2,112,58,520,1.39,C3S1,-7.00,P.S.
215,KAMAREDDY,Gandhari,Sarvapoor,1202,77.99,18.36,461,premonsoon 2022,7.55,1391,890,0,280,190,0.52,7.3,132,103,1,112,49,480,2.05,C3S1,-4.00,P.S.
216,KAMAREDDY,Jukkal,Jukkal,1186,77.60,18.36,394,premonsoon 2022,7.83,5420,3469,0,420,1180,2.16,310.4,348,458,166,200,243,1500,5.14,C4S1,-21.59,P.S.
217,KAMAREDDY,Jukkal,Savargao,1203,77.65,18.32,469,premonsoon 2022,8.19,691,442,0,240,30,0.46,34.6,58,35,1,56,39,300,0.89,C2S1,-1.20,P.S.
218,KAMAREDDY,Kamareddy,Adloor,1174,78.34,18.34,519,premonsoon 2022,8.06,482,308,0,160,30,2.12,28.9,11,50,2,24,19,140,1.83,C2S1,0.40,P.S.
219,KAMAREDDY,Kamareddy,Narasannapally,1195,78.36,18.27,540,premonsoon 2022,8.19,570,365,0,100,80,2.17,29.6,46,32,2,64,15,220,0.93,C2S1,-2.40,P.S.
220,KAMAREDDY,Lingampet,Bhavanipet,1178,78.06,18.28,456,premonsoon 2022,7.54,1083,693,0,330,100,0.95,31.8,79,93,3,96,34,380,2.08,C3S1,-1.00,P.S.
221,KAMAREDDY,Lingampet,Khannapur,1187,78.16,18.19,452,premonsoon 2022,8.23,994,636,0,300,80,1.44,7.8,67,103,1,32,49,280,2.68,C3S1,0.40,P.S.
222,KAMAREDDY,Lingampet,Mothe,1194,78.17,18.31,525,premonsoon 2022,7.82,690,442,0,130,60,0.37,12.0,140,78,28,16,34,180,2.54,C2S1,-1.00,P.S.
223,KAMAREDDY,Machareddy,Machareddy,1189,78.49,18.33,471,premonsoon 2022,8.12,895,573,0,120,160,0.50,43.5,83,52,2,88,34,360,1.18,C3S1,-4.80,P.S.
224,KAMAREDDY,Maddnur,Menoor,1193,77.65,18.48,357,premonsoon 2022,7.73,980,627,0,220,90,0.35,40.3,100,48,4,112,24,380,1.07,C3S1,-3.20,P.S.
225,KAMAREDDY,Maddnur,SOMUR,4003,77.60,18.42,,premonsoon 2022,7.86,890,570,0,310,10,1.71,56.8,93,97,3,56,29,260,2.61,C3S1,1.00,P.S.
226,KAMAREDDY,Nagireddipet,Banjara Thanda,1176,78.08,18.14,452,premonsoon 2022,7.95,1010,646,0,260,90,1.42,5.2,112,93,1,56,44,320,2.25,C3S1,-1.20,P.S.
227,KAMAREDDY,Nagireddipet,Malthummeda,1191,78.14,18.11,441,premonsoon 2022,8.14,488,312,0,90,60,0.97,0.03,49,74,3,16,5,60,4.16,C2S1,0.60,P.S.
228,KAMAREDDY,Nasurullabad,Nasurullabad,1196,77.87,18.47,388,premonsoon 2022,8.28,666,426,0,160,60,1.24,7.7,75,63,1,56,15,200,1.93,C2S1,-0.80,P.S.
229,KAMAREDDY,Nizamsagar,Achampet,1173,77.93,18.21,436,premonsoon 2022,8.28,1340,858,0,250,200,1.38,8.0,120,197,5,40,34,240,5.52,C3S1,0.20,P.S.
230,KAMAREDDY,Nizamsagar,Mohammadnagar,1192,77.91,18.29,390,premonsoon 2022,8.00,1390,890,0,290,170,1.23,73.5,117,119,1,56,78,460,2.41,C3S1,-3.40,P.S.
231,KAMAREDDY,Pedda Kodapgal,Shanthapur,1204,77.73,18.33,390,premonsoon 2022,8.26,1200,768,0,360,80,1.11,6.8,129,91,1,40,78,420,1.94,C3S1,-1.20,P.S.
232,KAMAREDDY,Pitlam,Maddela Cheruvu,1190,77.85,18.35,363,premonsoon 2022,8.04,890,570,0,170,90,0.97,14.6,161,93,1,16,58,280,2.42,C3S1,-2.20,P.S.
233,KAMAREDDY,Rajampet,Argonda,1175,78.27,18.23,564,premonsoon 2022,7.85,999,639,0,260,40,0.98,79.2,152,56,2,96,44,420,1.19,C3S1,-3.20,P.S.
234,KAMAREDDY,Rajampet,Kondapur,1188,78.29,18.18,483,premonsoon 2022,7.94,1010,646,0,270,90,0.76,22.4,86,50,3,64,58,400,1.08,C3S1,-2.60,P.S.
235,KAMAREDDY,RAMAREDDY,Reddypet,1200,78.42,18.41,503,premonsoon 2022,8.03,835,534,0,70,200,0.71,7.0,55,45,2,72,34,320,1.08,C3S1,-5.00,P.S.
236,KAMAREDDY,Sadasivanagar,Sadasivanagar,1201,78.26,18.41,540,premonsoon 2022,8.01,480,307,0,130,40,1.78,44.3,50,29,2,32,34,220,0.85,C2S1,-1.80,P.S.
237,KAMAREDDY,Tadwai,Yerrapahad,1205,78.22,18.29,569,premonsoon 2022,8.00,883,565,0,130,110,0.45,12.3,152,46,2,40,63,360,1.04,C3S1,-4.60,P.S.
238,KAMAREDDY,Tadwai,Annaram,4004,78.24,18.35,,premonsoon 2022,8.15,1396,893,0,110,280,0.97,53.0,160,100,42,104,49,460,2.02,C3S1,-7.00,P.S.
239,KAMAREDDY,Yellareddy,Yellareddy,1206,78.02,18.19,427,premonsoon 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,KARIMNAGAR,Chigurumamidi,Bommanapalli,1207,79.23,18.21,302,premonsoon 2022,8.31,1250,800,30,230,160,1.25,143.9,37,114,7,64,58.34,400,2.48,C3S1,-2.80,P.S.
241,KARIMNAGAR,Chigurumamidi,Chigurumamidi,1208,79.15,18.26,286,premonsoon 2022,8.24,571,365,0,140,60,0.91,20.3,20,48,2,32,19.45,160,1.65,C2S1,-0.40,P.S.
242,KARIMNAGAR,Chigurumamidi,Ramancha,1209,79.20,18.24,307,premonsoon 2022,8.21,399,255,0,100,40,0.33,27.8,13,34,1,24,14.59,120,1.35,C2S1,-0.40,P.S.
243,KARIMNAGAR,Choppadandi,Rukmapur,1210,79.15,18.53,275,premonsoon 2022,8.12,2579,1651,0,300,500,1.08,299.6,79,289,12,112,111.83,740,4.62,C4S2,-8.80,P.S.
244,KARIMNAGAR,Ellandakunta ,Illanthukunta ,1211,79.51,18.30,216,premonsoon 2022,8.27,541,346,0,160,50,0.71,11.1,17,46,2,32,19.45,160,1.58,C2S1,0.00,P.S.
245,KARIMNAGAR,Gangadhara,Burugupally,1212,79.03,18.64,317,premonsoon 2022,8.19,862,552,0,210,100,0.58,38.5,29,72,4,48,34.03,260,1.94,C3S1,-1.00,P.S.
246,KARIMNAGAR,Gangadhara,Gangadhara,1213,79.01,18.58,345,premonsoon 2022,8.28,722,462,0,200,80,1.19,39.9,26,62,4,40,34.03,240,1.74,C2S1,-0.80,P.S.
247,KARIMNAGAR,Ganneruvaram,Mylaram,1214,79.08,18.37,283,premonsoon 2022,8.23,575,368,0,160,60,0.78,34.0,20,44,2,32,29.17,200,1.35,C2S1,-0.80,P.S.
248,KARIMNAGAR,Huzurabad,Huzurabad,1215,79.41,18.19,252,premonsoon 2022,8.47,1260,806,50,310,150,0.98,64.8,37,116,7,72,58.34,420,2.46,C3S1,-1.20,P.S.
249,KARIMNAGAR,Jammikunta,Vavilala,1216,79.55,18.40,181,premonsoon 2022,8.51,820,525,50,230,90,0.10,7.7,30,77,4,48,38.90,280,2.00,C3S1,0.00,P.S.
250,KARIMNAGAR,Karimnagar,Nagnur,1218,79.14,18.50,272,premonsoon 2022,8.26,572,366,0,170,60,0.45,5.2,18,45,2,32,24.31,180,1.46,C2S1,-0.20,P.S.
251,KARIMNAGAR,Karimnagar,Karimnagar,1217,79.13,18.44,262,premonsoon 2022,8.24,407,260,0,130,50,1.02,17.1,15,34,1,24,24.31,160,1.17,C2S1,-0.60,P.S.
252,KARIMNAGAR,Keshavpatnam,Thadikal,1219,79.29,18.31,256,premonsoon 2022,8.28,461,295,0,130,50,0.43,30.6,16,38,1,24,24.31,160,1.31,C2S1,-0.60,P.S.
253,KARIMNAGAR,Manakondur,Laxmipur,1220,79.29,18.45,236,premonsoon 2022,7.90,1078,690,0,320,130,1.79,50.3,35,97,6,64,53.48,380,2.16,C3S1,-1.20,P.S.
254,KARIMNAGAR,Ramadugu,Gundi,1221,79.09,18.62,305,premonsoon 2022,8.39,533,341,40,160,50,2.69,1.4,19,45,2,32,29.17,200,1.38,C2S1,0.00,P.S.
255,KARIMNAGAR,Saidapur,Saidapur,1222,79.31,18.21,265,premonsoon 2022,8.33,867,555,30,180,100,0.72,75.1,30,76,5,48,38.90,280,1.97,C3S1,-1.40,P.S.
256,KARIMNAGAR,Thimmapur,Alugunur,1223,79.15,18.40,252,premonsoon 2022,8.25,818,524,0,240,100,0.83,33.4,27,73,4,48,38.90,280,1.90,C3S1,-0.80,P.S.
257,KARIMNAGAR,Thimmapur,Nedunur,1224,79.14,18.31,277,premonsoon 2022,8.34,1768,1132,30,410,250,1.14,1.6,51,167,10,80,72.93,500,3.25,C3S1,-1.20,P.S.
258,KARIMNAGAR,Veenavanka,Veenavanka,1225,79.42,18.35,200,premonsoon 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,KHAMMAM,Bonakal,Mustikunta,1226,80.22,17.04,20,premonsoon 2022,8.47,1542,987,50,270,250,0.61,62.9,42,114,21,32,102,500,2.22,C3S1,-3.60,P.S.
260,KHAMMAM,Bonakal,Pedabeeravalli,3066,80.30,17.05,,premonsoon 2022,8.57,829,531,30,210,100,0.90,49.4,17,54,7,32,58,320,1.31,C3S1,-1.60,P.S.
261,KHAMMAM,Chintakani,Pandillapalli,3067,80.18,17.15,,premonsoon 2022,8.25,1129,723,0,210,180,0.92,0.1,67,109,12,40,44,280,2.83,C3S1,-1.40,P.S.
262,KHAMMAM,Enkoor,Enkoor,3068,80.44,17.33,,premonsoon 2022,8.37,2376,1521,30,330,490,1.07,13.2,57,249,25,112,73,580,4.50,C4S1,-4.40,P.S.
263,KHAMMAM,Enkoor,Timmaraopeta,3069,80.37,17.37,,premonsoon 2022,8.42,750,480,30,240,70,0.86,0.3,13,53,10,32,44,260,1.43,C3S1,0.20,P.S.
264,KHAMMAM,Kallur,Kallur,1227,80.55,17.21,40,premonsoon 2022,8.01,1624,1039,0,640,110,4.15,1.4,12,282,4,24,39,220,8.27,C3S1,8.40,U.S.
265,KHAMMAM,Kamepalli,Kothalingala,1228,80.24,17.43,81,premonsoon 2022,8.44,850,544,30,240,100,1.66,2.1,5,58,2,32,53,300,1.46,C3S1,-0.60,P.S.
266,KHAMMAM,Kamepalli,Ootkuru,3070,80.30,17.46,,premonsoon 2022,8.70,796,509,20,160,130,1.88,15.8,19,89,6,16,39,200,2.74,C3S1,-0.40,P.S.
267,KHAMMAM,Khammam (R ),Theerthala,4005,80.14,17.37,,premonsoon 2022,8.82,1229,787,50,230,200,1.95,29.5,27,112,1,32,73,380,2.50,C3S1,-2.00,P.S.
268,KHAMMAM,Khammam (R ),M.V.Palem,1231,80.10,17.30,59,premonsoon 2022,8.75,2255,1443,60,360,400,1.75,133.3,50,246,8,16,141,620,4.30,C4S1,-4.00,P.S.
269,KHAMMAM,Khammam(U),Khammam I,1229,80.13,17.23,39,premonsoon 2022,8.40,692,443,30,180,90,1.11,1.7,11,60,5,32,34,220,1.76,C2S1,-0.20,P.S.
270,KHAMMAM,Khammam(U),Khammam-II,1230,80.14,17.25,51,premonsoon 2022,8.75,1024,655,40,210,140,1.72,18.8,28,128,3,16,44,220,3.75,C3S1,0.60,P.S.
271,KHAMMAM,Konijerla,Gubbagurthi,3071,80.36,17.28,,premonsoon 2022,8.60,1449,927,60,120,250,0.85,165.2,33,60,16,40,112,560,1.10,C3S1,-7.60,P.S.
272,KHAMMAM,Konijerla,Konijerla,1232,80.29,17.22,43,premonsoon 2022,9.03,4250,2720,200,990,600,2.29,8.2,105,840,25,64,29,280,21.83,C4S4,18.20,U.S.
273,KHAMMAM,Kusumanchi,Jakkapally,3072,79.97,17.14,,premonsoon 2022,8.71,1832,1172,60,330,360,0.76,0.6,21,258,10,16,78,360,5.91,C3S1,0.60,P.S.
