sno,district,mandal,village,lat_gis,long_gis,RL_GIS,season,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3 ,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1
7,JAGITYAL,Jagityal,Morapally,78.89,18.79,276,Post-monsoon 2021,8.15,997,638,0,120,110,0.57,111.13,31,89,4,40,24.31,200,2.74,C3S1,-1.60,P.S.
8,JAGITYAL,Kathalapur,Kathalapur,78.69,18.75,315,Post-monsoon 2021,8.06,1429,915,0,350,220,1.69,9.46,38,185,2,24,68.07,340,4.36,C3S1,0.20,P.S.
9,JAGITYAL,Kodimal,Chepial,78.94,18.62,380,Post-monsoon 2021,8.11,798,511,0,270,80,1.19,8.86,9,49,1,16,63.21,300,1.23,C3S1,-0.60,P.S.
10,JAGITYAL,Korutla,Ilapur,78.70,18.86,282,Post-monsoon 2021,8.20,629,403,0,170,80,1.20,32.61,27,82,3,32,19.45,160,2.82,C2S1,0.20,P.S.
11,JAGITYAL,Korutla,Korutla,78.71,18.82,298,Post-monsoon 2021,8.24,502,321,0,130,70,0.30,8.46,20,54,1,32,14.59,140,1.98,C2S1,-0.20,P.S.
12,JAGITYAL,Mallapur,Mallapur,78.71,18.96,254,Post-monsoon 2021,8.10,705,451,0,70,130,0.83,83.55,27,78,4,24,29.17,180,2.53,C2S1,-2.20,P.S.
13,JAGITYAL,Mallapur,VV Raopet,78.77,18.99,222,Post-monsoon 2021,8.32,749,479,20,130,110,0.54,55.16,29,81,5,32,29.17,200,2.49,C2S1,-1.00,P.S.
14,JAGITYAL,Mallial,Nukapalli,78.92,18.71,335,Post-monsoon 2021,8.24,1393,892,0,150,260,0.34,55.97,66,113,3,48,68.07,400,2.46,C3S1,-5.00,P.S.
15,JAGITYAL,Medipally,Desaipet,0.00,0.00,,Post-monsoon 2021,8.26,800,512,0,160,80,1.69,125.02,23,99,7,24,29.17,180,3.21,C3S1,-0.40,P.S.
16,JAGITYAL,Medipally,Katlakunta,78.81,18.84,280,Post-monsoon 2021,8.19,1589,1017,0,430,180,0.34,211.38,40,336,11,16,38.90,200,10.33,C3S2,4.60,U.S.
17,JAGITYAL,Medipally,Rangapur,78.79,18.76,321,Post-monsoon 2021,8.32,1284,822,30,230,110,2.47,46.30,21,92,2,8,63.21,280,2.39,C3S1,-0.40,P.S.
18,JAGITYAL,Metpalli,Metpalli,78.62,18.85,311,Post-monsoon 2021,8.05,1230,787,0,160,170,0.66,56.77,34,110,5,24,43.76,240,3.09,C3S1,-1.60,P.S.
19,JAGITYAL,Metpalli,Atmakur,78.62,18.75,331,Post-monsoon 2021,8.23,635,406,0,170,60,1.15,14.49,20,61,1,16,29.17,160,2.10,C2S1,0.20,P.S.
20,JAGITYAL,Metpalli,Bandalingapur,78.59,18.83,312,Post-monsoon 2021,8.18,929,595,0,130,110,0.68,56.57,23,71,3,24,34.03,200,2.18,C3S1,-1.40,P.S.
21,JAGITYAL,Metpalli,Metla Chittapur,78.59,18.78,330,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,JAGITYAL,Pegadapalli,Pegadapalli,79.06,18.71,253,Post-monsoon 2021,8.14,871,557,0,190,100,0.82,81.94,38,116,8,32,24.31,180,3.76,C3S1,0.20,P.S.
23,JAGITYAL,Raikal,Bornapally,78.82,19.03,199,Post-monsoon 2021,8.24,989,633,0,180,130,0.84,83.35,33,112,4,24,38.90,220,3.28,C3S1,-0.80,P.S.
24,JAGITYAL,Raikal,Itikyal,78.76,18.92,237,Post-monsoon 2021,8.64,829,531,60,70,110,2.17,57.17,54,105,7,16,29.17,160,3.61,C3S1,-0.60,P.S.
25,JAGITYAL,Raikal,Raikal,78.80,18.91,240,Post-monsoon 2021,8.22,939,601,0,180,120,2.23,130.66,17,95,1,24,53.48,280,2.47,C3S1,-2.00,P.S.
26,JAGITYAL,Raikal,Vodde lingapur,78.84,18.96,233,Post-monsoon 2021,8.16,629,403,0,170,70,0.77,12.88,24,58,2,16,34.03,180,1.88,C2S1,-0.20,P.S.
27,JAGITYAL,Sarangapur,Rachapalli,78.93,18.93,262,Post-monsoon 2021,8.26,518,332,0,190,40,1.02,5.23,10,65,4,24,14.59,120,2.58,C2S1,1.40,MR
28,JAGITYAL,Sarangapur,Sarangapur,78.96,18.93,251,Post-monsoon 2021,8.13,866,554,0,350,40,1.21,9.86,14,72,1,8,63.21,280,1.87,C3S1,1.40,MR
29,JAGITYAL,Velgatur,Chegyam,79.27,18.81,134,Post-monsoon 2021,8.21,2100,1344,0,300,330,0.69,98.44,196,251,25,16,116.69,520,4.79,C3S1,-4.40,P.S.
30,JAGITYAL,Velgatur,Stambampally,79.16,18.86,151,Post-monsoon 2021,8.08,772,494,0,150,100,0.35,20.74,41,102,9,16,19.45,120,4.05,C3S1,0.60,P.S.
31,JAGITYAL,Velgatur,Velgatur,79.17,18.84,148,Post-monsoon 2021,8.16,1438,920,0,330,200,1.90,0.40,92,188,2,16,68.07,320,4.57,C3S1,0.20,P.S.
1,JANGAON,Bachannapet,Bachannapet,79.04,17.79,447,Post-monsoon 2021,8.34,550,352,30,160,30,1.55,24.76,44,61,8,16,29.17,160,2.10,C2S1,0.60,P.S.
2,JANGAON,Bachannapet,Padamati Keshapur,78.94,17.84,505,Post-monsoon 2021,7.98,594,380,0,130,100,0.90,43.89,11,44,6,40,29.17,220,1.29,C2S1,-1.80,P.S.
3,JANGAON,Chilpur,Kistajigudem,79.30,17.88,360,Post-monsoon 2021,7.11,610,390,0,150,120,1.00,55.16,19,75,5,32,34.03,220,2.20,C2S1,-1.40,P.S.
4,JANGAON,Chilpur,Malkapur,79.31,17.93,363,Post-monsoon 2021,7.86,796,509,0,130,110,1.56,9.46,16,51,4,48,19.45,200,1.57,C3S1,-1.40,P.S.
5,JANGAON,Devaruppula,Devaruppula,79.36,17.54,252,Post-monsoon 2021,8.35,1611,1031,20,180,330,2.11,19.53,75,174,11,80,48.62,400,3.78,C3S1,-4.00,P.S.
6,JANGAON,Devaruppula,Singarajupalli,79.27,17.59,299,Post-monsoon 2021,8.30,1112,712,10,100,110,0.70,200.71,17,112,5,40,24.31,200,3.44,C3S1,-1.80,P.S.
7,JANGAON,Ghanpur stn,Chagal,79.36,17.84,330,Post-monsoon 2021,7.94,555,355,0,120,90,0.42,10.87,11,31,3,48,19.45,200,0.95,C2S1,-1.60,P.S.
8,JANGAON,Ghanpur stn,Namiligonda,79.40,17.83,299,Post-monsoon 2021,8.14,694,444,0,100,100,0.78,10.67,14,24,1,40,29.17,220,0.70,C2S1,-2.40,P.S.
9,JANGAON,Jangaon,Jangaon,79.15,17.70,374,Post-monsoon 2021,7.07,1094,700,0,140,140,0.74,195.28,64,151,4,48,29.17,240,4.24,C3S1,-2.00,P.S.
10,JANGAON,Jangaon,Siddanki,79.10,17.77,428,Post-monsoon 2021,7.37,474,303,0,100,70,2.52,17.72,35,18,1,48,24.31,220,0.53,C2S1,-2.40,P.S.
11,JANGAON,Kodakandla,Kodakandla,79.51,17.53,231,Post-monsoon 2021,7.85,496,317,0,110,80,0.35,6.24,20,25,2,48,19.45,200,0.77,C2S1,-1.80,P.S.
12,JANGAON,Lingala ghanpur,Jeedikal,79.16,17.61,325,Post-monsoon 2021,7.99,1097,702,0,140,120,1.14,143.34,72,118,13,48,29.17,240,3.31,C3S1,-2.00,P.S.
13,JANGAON,Lingala ghanpur,Lingala ghanpur,79.20,17.66,328,Post-monsoon 2021,8.14,944,604,0,150,120,0.60,73.48,53,98,7,32,34.03,220,2.87,C3S1,-1.40,P.S.
14,JANGAON,Lingala ghanpur,Vadicherla,79.24,17.66,309,Post-monsoon 2021,8.31,843,540,20,130,130,0.88,3.22,56,74,1,48,29.17,240,2.08,C3S1,-1.80,P.S.
15,JANGAON,Narmetta,Machupahad,79.22,17.87,433,Post-monsoon 2021,8.17,744,476,0,120,100,1.33,54.15,45,56,13,48,24.31,220,1.64,C2S1,-2.00,P.S.
16,JANGAON,Narmetta,Veldanda,79.12,17.86,472,Post-monsoon 2021,8.09,1556,996,0,230,280,0.63,127.64,35,201,17,48,48.62,320,4.89,C3S1,-1.80,P.S.
17,JANGAON,Palakurthi,Gudur,79.41,17.74,299,Post-monsoon 2021,7.94,585,374,0,110,100,1.51,0.18,43,47,1,40,24.31,200,1.45,C2S1,-1.80,P.S.
18,JANGAON,Palakurthi,Palakurthi,79.42,17.67,279,Post-monsoon 2021,7.85,574,367,0,200,50,0.55,8.05,20,45,1,40,24.31,200,1.38,C2S1,0.00,P.S.
19,JANGAON,Raghunadhapalli,Ibrahimpur,79.23,17.76,349,Post-monsoon 2021,7.85,698,447,0,120,100,1.63,46.50,60,81,3,48,19.45,200,2.49,C2S1,-1.60,P.S.
20,JANGAON,Raghunadhapalli,Nidigonda,79.23,17.73,350,Post-monsoon 2021,7.96,884,566,0,120,120,0.79,115.56,56,104,2,48,24.31,220,3.05,C3S1,-2.00,P.S.
21,JANGAON,Raghunadhapalli,Raghunadhapalli,79.26,17.76,349,Post-monsoon 2021,7.77,1493,956,0,290,250,1.42,58.18,89,218,2,72,38.90,340,5.14,C3S1,-1.00,P.S.
22,JANGAON,Tarigopulla,Tarigopulla,79.18,17.94,454,Post-monsoon 2021,7.72,610,390,0,200,40,0.24,40.87,53,59,2,48,24.31,220,1.73,C2S1,-0.40,P.S.
23,JANGAON,Zafergad,Kunur,79.48,17.85,279,Post-monsoon 2021,7.82,1510,966,0,260,280,0.50,38.25,89,210,4,48,53.48,340,4.95,C3S1,-1.60,P.S.
24,JANGAON,Zafergad,Zafergad,79.49,17.77,314,Post-monsoon 2021,7.96,1794,1148,0,300,400,0.21,35.03,86,265,27,80,48.62,400,5.76,C3S1,-2.00,P.S.
1,JOGULAMBA(GADWAL),Alampur,Alampur,78.12,15.90,283,Post-monsoon 2021,7.10,3307,2116,0,270,510,0.58,276,476,399,69,224,44,740,6.38,C4S1,-9.40,P.S.
2,JOGULAMBA(GADWAL),Dharoor,Dharoor,77.68,16.22,353,Post-monsoon 2021,7.14,1871,1197,0,270,270,0.37,44,230,106,8,176,63,700,1.74,C3S1,-8.60,P.S.
3,JOGULAMBA(GADWAL),Dharoor,Neelahally,77.64,16.27,375,Post-monsoon 2021,7.54,3260,2086,0,590,440,0.18,218,256,315,30,88,175,940,4.47,C4S1,-6.99,P.S.
4,JOGULAMBA(GADWAL),Gadwal,Gadwal,77.80,16.23,315,Post-monsoon 2021,7.20,5005,3203,0,310,1100,0.71,84,625,560,18,216,219,1440,6.42,O.G,-22.59,P.S.
5,JOGULAMBA(GADWAL),Gattu,Allor,77.63,16.18,,Post-monsoon 2021,7.17,1046,669,0,150,180,0.22,80,21,51,2,120,19,380,1.14,C3S1,-4.60,P.S.
6,JOGULAMBA(GADWAL),Gattu,Gattu,77.58,16.13,388,Post-monsoon 2021,7.19,1098,703,0,150,120,0.21,81,178,70,16,88,44,400,1.52,C3S1,-5.00,P.S.
7,JOGULAMBA(GADWAL),Gattu,Induvasi,77.52,16.04,,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,JOGULAMBA(GADWAL),Ieeza,Eklaspur,77.65,16.05,323,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,JOGULAMBA(GADWAL),Ieeza,Ieeza,77.67,16.02,327,Post-monsoon 2021,8.19,3364,2153,0,550,630,0.61,204,134,590,17,56,68,420,12.52,C4S1,2.60,U.S.
10,JOGULAMBA(GADWAL),Itikyal,Kodandapur,77.57,16.25,384,Post-monsoon 2021,7.18,1495,957,0,270,150,0.94,54,193,194,11,56,39,300,4.88,C3S1,-0.60,P.S.
11,JOGULAMBA(GADWAL),K-T Doddi,Kondapur,77.83,16.07,319,Post-monsoon 2021,7.34,692,443,0,170,70,0.36,47,33,30,1,72,24,280,0.78,C2S1,-2.20,P.S.
12,JOGULAMBA(GADWAL),K-T Doddi,Kuchinerla,77.53,16.18,393,Post-monsoon 2021,7.45,672,430,0,150,40,0.34,120,36,30,0,72,24,280,0.78,C2S1,-2.60,P.S.
13,JOGULAMBA(GADWAL),Maldakal,Maldakal,77.69,16.13,375,Post-monsoon 2021,7.46,1886,1207,0,240,280,0.74,154,181,150,3,104,88,620,2.62,C3S1,-7.60,P.S.
14,JOGULAMBA(GADWAL),Manopad,Manopad,77.95,15.97,297,Post-monsoon 2021,7.74,2260,1446,0,380,200,1.65,52,445,397,1,56,39,300,9.96,C4S1,1.60,MR
15,JOGULAMBA(GADWAL),Undavally,Pullur,78.01,15.92,,Post-monsoon 2021,7.79,1683,1077,0,70,280,0.17,6,347,157,3,112,49,480,3.12,C3S1,-8.20,P.S.
16,JOGULAMBA(GADWAL),Undavally,Undavally,78.04,15.93,,Post-monsoon 2021,7.42,3633,2325,0,210,750,0.78,199,378,296,1,280,122,1200,3.72,C4S1,-19.80,P.S.
17,JOGULAMBA(GADWAL),Waddepalli,Santhinagar,77.84,15.94,289,Post-monsoon 2021,7.98,2833,1813,0,240,410,0.79,51,528,437,13,32,92,460,8.86,C4S1,-4.40,P.S.
1,KAMAREDDY,Bansawada,Bansawada,77.88,18.39,376,Post-monsoon 2021,7.85,1651,1057,0,500,90,3.74,6,478,445,8,40,24,200,13.67,C3S3,6.00,U.S.
2,KAMAREDDY,Bansawada,Budimi,77.89,18.34,364,Post-monsoon 2021,7.97,1062,680,0,170,230,0.64,16,29,95,1,40,58,340,2.25,C3S1,-3.40,P.S.
3,KAMAREDDY,Bhiknoor,Bhiknoor,78.40,18.20,521,Post-monsoon 2021,7.40,1483,949,0,310,190,0.62,80,102,115,12.0,80,68,480,2.29,C3S1,-3.40,P.S.
4,KAMAREDDY,Bhiknoor,Issannapally,78.48,18.14,531,Post-monsoon 2021,7.49,336,215,0,130,20,0.44,0,22,10,2,40,15,160,0.34,C2S1,-0.60,P.S.
5,KAMAREDDY,Bhiknoor,P.D.Mallareddy,78.45,18.17,524,Post-monsoon 2021,7.34,922,590,0,200,60,0.65,20,167,49,1,96,29,360,1.13,C3S1,-3.20,P.S.
6,KAMAREDDY,Bibipet,Bibipet,78.52,18.21,475,Post-monsoon 2021,7.30,944,604,0,250,100,0.61,31,51,29,1,96,39,400,0.62,C3S1,-3.00,P.S.
7,KAMAREDDY,BICHKUNDA,Pulkal,77.77,18.40,365,Post-monsoon 2021,7.31,1325,848,0,270,190,0.73,16,121,110,6.6,104,39,420,2.33,C3S1,-3.00,P.S.
8,KAMAREDDY,Birkur,Birkur,77.80,18.47,360,Post-monsoon 2021,7.43,5904,3779,0,190,1310,0.25,166,737,362,5,336,301,2079,3.45,O.G,-37.79,P.S.
9,KAMAREDDY,Domakonda,Domakonda,78.44,18.25,508,Post-monsoon 2021,7.41,1126,721,0,210,180,0.45,36,66,64,6,80,53,420,1.36,C3S1,-4.20,P.S.
10,KAMAREDDY,Gandhari,Gandhari,78.11,18.40,544,Post-monsoon 2021,8.03,526,337,0,170,30,0.45,30,34,25,2,24,39,220,0.75,C2S1,-1.00,P.S.
11,KAMAREDDY,Gandhari,Ramlaxmanpally,78.13,18.32,500,Post-monsoon 2021,7.25,1614,1033,0,200,260,0.71,103,145,105,2.3,128,63,580,1.90,C3S1,-7.60,P.S.
12,KAMAREDDY,Gandhari,Sarvapoor,77.99,18.36,461,Post-monsoon 2021,7.41,992,635,0,330,80,0.97,25,55,87,1,56,49,340,2.05,C3S1,-0.20,P.S.
13,KAMAREDDY,Jukkal,Jukkal,77.60,18.36,394,Post-monsoon 2021,7.23,3306,2116,0,390,740,1.40,37,209,337,15,128,151,940,4.77,C4S2,-10.99,P.S.
14,KAMAREDDY,Jukkal,Savargao,77.65,18.32,469,Post-monsoon 2021,7.72,941,602,0,310,60,0.44,48,47,35,1,104,34,400,0.76,C3S1,-1.80,P.S.
15,KAMAREDDY,Kamareddy,Adloor,78.34,18.34,519,Post-monsoon 2021,7.61,586,375,0,240,20,1.52,24,22,49,1,48,19,200,1.52,C2S1,0.80,P.S.
16,KAMAREDDY,Kamareddy,Narasannapally,78.36,18.27,540,Post-monsoon 2021,7.61,738,472,0,160,100,1.91,31,53,32,2,80,29,320,0.79,C2S1,-3.20,P.S.
17,KAMAREDDY,Lingampet,Bhavanipet,78.06,18.28,456,Post-monsoon 2021,7.89,422,270,0,140,40,1.40,6,40,39,1,16,29,160,1.34,C2S1,-0.40,P.S.
18,KAMAREDDY,Lingampet,Khannapur,78.16,18.19,452,Post-monsoon 2021,7.67,1004,643,0,320,50,1.18,24,90,86,1,48,49,320,2.09,C3S1,0.002,P.S.
19,KAMAREDDY,Lingampet,Mothe,78.17,18.31,525,Post-monsoon 2021,7.90,858,549,0,230,50,0.26,41,99,67,30,56,29,260,1.82,C3S1,-0.60,P.S.
20,KAMAREDDY,Machareddy,Machareddy,78.49,18.33,471,Post-monsoon 2021,7.35,895,573,0,200,100,0.32,31,70,43,2,88,29,340,1.01,C3S1,-2.80,P.S.
21,KAMAREDDY,Maddnur,Menoor,77.65,18.48,357,Post-monsoon 2021,7.29,1234,790,0,300,180,0.30,56,20,80,7,136,24,440,1.65,C3S1,-2.80,P.S.
22,KAMAREDDY,Maddnur,SOMUR,77.60,18.42,,Post-monsoon 2021,7.44,987,632,0,320,10,1.69,54,113,102,2,56,34,280,2.65,C3S1,0.80,P.S.
23,KAMAREDDY,Nagireddipet,Banjara Thanda,78.08,18.14,452,Post-monsoon 2021,7.18,976,625,0,270,100,1.12,7,108,99,1,64,39,320,2.41,C3S1,-1.00,P.S.
24,KAMAREDDY,Nagireddipet,Malthummeda,78.14,18.11,441,Post-monsoon 2021,7.27,888,568,0,340,50,0.97,17,36,57,2,72,39,340,1.34,C3S1,0.001,P.S.
25,KAMAREDDY,Nasurullabad,Nasurullabad,77.87,18.47,388,Post-monsoon 2021,8.10,549,351,0,160,40,1.09,18,80,74,1,32,19,160,2.54,C2S1,0.001,P.S.
26,KAMAREDDY,Nizamsagar,Achampet,77.93,18.21,436,Post-monsoon 2021,7.13,1767,1131,0,300,390,1.20,7,27,223,0,96,44,420,4.73,C3S1,-2.40,P.S.
27,KAMAREDDY,Nizamsagar,Mohammadnagar,77.91,18.29,390,Post-monsoon 2021,7.43,1404,899,0,410,110,1.02,100,82,145,4,72,58,420,3.08,C3S1,-0.20,P.S.
28,KAMAREDDY,Pedda Kodapgal,Shanthapur,77.73,18.33,390,Post-monsoon 2021,8.17,982,628,0,250,90,0.79,9,107,92,1,16,63,300,2.32,C3S1,-1.00,P.S.
29,KAMAREDDY,Pitlam,Maddela Cheruvu,77.85,18.35,363,Post-monsoon 2021,7.40,2340,1498,0,440,260,1.06,4,355,339,4,64,73,460,6.88,C4S2,-0.40,P.S.
30,KAMAREDDY,Rajampet,Argonda,78.27,18.23,564,Post-monsoon 2021,7.64,1201,769,0,160,150,0.85,191,93,95,6,96,39,400,2.07,C3S1,-4.80,P.S.
31,KAMAREDDY,Rajampet,Kondapur,78.29,18.18,483,Post-monsoon 2021,7.79,604,387,0,240,20,0.76,9,42,37,2,48,29,240,1.04,C2S1,0.001,P.S.
32,KAMAREDDY,RAMAREDDY,Reddypet,78.42,18.41,503,Post-monsoon 2021,7.67,582,372,0,150,70,0.69,16,33,37,2,48,24,220,1.09,C2S1,-1.40,P.S.
33,KAMAREDDY,Sadasivanagar,Sadasivanagar,78.26,18.41,540,Post-monsoon 2021,7.57,632,404,0,200,30,1.32,43,43,30,2,64,24,260,0.80,C2S1,-1.20,P.S.
34,KAMAREDDY,Tadwai,Yerrapahad,78.22,18.29,569,Post-monsoon 2021,7.44,962,616,0,170,130,0.88,44,98,116,7,64,19,240,3.25,C3S1,-1.40,P.S.
35,KAMAREDDY,Tadwai,Annaram,78.24,18.35,,Post-monsoon 2021,7.36,1276,817,0,200,180,0.89,57,99,95,7,128,19,400,2.07,C3S1,-4.00,P.S.
36,KAMAREDDY,Yellareddy,Yellareddy,78.02,18.19,427,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,KARIMNAGAR,Chigurumamidi,Bommanapalli,79.23,18.21,302,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,KARIMNAGAR,Chigurumamidi,Chigurumamidi,79.15,18.26,286,Post-monsoon 2021,7.93,938,600,0,210,110,0.57,119.18,35,85,4,56,43.76,320,2.07,C3S1,-2.20,P.S.
3,KARIMNAGAR,Chigurumamidi,Ramancha,79.20,18.24,307,Post-monsoon 2021,7.84,470,301,0,120,50,1.05,26.17,12,41,1,24,19.45,140,1.51,C2S1,-0.40,P.S.
4,KARIMNAGAR,Choppadandi,Rukmapur,79.15,18.53,275,Post-monsoon 2021,8.05,365,234,0,120,40,0.18,2.01,11,32,1,24,14.59,120,1.27,C2S1,0.00,P.S.
5,KARIMNAGAR,Ellandakunta ,Illanthukunta ,79.51,18.30,216,Post-monsoon 2021,8.11,431,276,0,120,50,0.51,9.86,11,34,1,24,19.45,140,1.25,C2S1,-0.40,P.S.
6,KARIMNAGAR,Gangadhara,Burugupally,79.03,18.64,317,Post-monsoon 2021,8.28,898,575,0,250,110,1.17,15.10,33,82,4,48,38.90,280,2.13,C3S1,-0.60,P.S.
7,KARIMNAGAR,Gangadhara,Gangadhara,79.01,18.58,345,Post-monsoon 2021,7.90,820,525,0,230,100,0.56,48.92,31,77,4,48,38.90,280,2.00,C3S1,-1.00,P.S.
8,KARIMNAGAR,Ganneruvaram,Mylaram,79.08,18.37,283,Post-monsoon 2021,8.32,732,468,30,120,80,0.38,93.41,26,68,3,40,29.17,220,1.99,C2S1,-1.40,P.S.
9,KARIMNAGAR,Huzurabad,Huzurabad,79.41,18.19,252,Post-monsoon 2021,7.93,685,438,0,120,70,0.58,82.94,21,60,2,32,24.31,180,1.94,C2S1,-1.20,P.S.
10,KARIMNAGAR,Jammikunta,Vavilala,79.55,18.40,181,Post-monsoon 2021,8.31,1165,746,30,300,130,0.86,46.30,39,111,5,64,48.62,360,2.54,C3S1,-0.60,P.S.
11,KARIMNAGAR,Karimnagar,Nagnur,79.14,18.50,272,Post-monsoon 2021,8.34,999,639,30,240,110,0.42,13.69,35,91,5,56,34.03,280,2.36,C3S1,-0.20,P.S.
12,KARIMNAGAR,Karimnagar,Karimnagar,79.13,18.44,262,Post-monsoon 2021,8.23,321,205,0,90,40,0.29,7.45,10,30,1,16,14.59,100,1.30,C2S1,-0.20,P.S.
13,KARIMNAGAR,Keshavpatnam,Thadikal,79.29,18.31,256,Post-monsoon 2021,8.13,391,250,0,100,40,0.64,6.64,11,34,1,16,14.59,100,1.48,C2S1,0.00,P.S.
14,KARIMNAGAR,Manakondur,Laxmipur,79.29,18.45,236,Post-monsoon 2021,8.26,366,234,0,100,40,0.36,18.32,11,30,1,24,14.59,120,1.19,C2S1,-0.40,P.S.
15,KARIMNAGAR,Ramadugu,Gundi,79.09,18.62,305,Post-monsoon 2021,7.75,810,518,0,210,100,0.34,38.45,30,72,4,48,34.03,260,1.94,C3S1,-1.00,P.S.
16,KARIMNAGAR,Saidapur,Saidapur,79.31,18.21,265,Post-monsoon 2021,7.98,603,386,0,180,70,0.44,3.22,22,58,3,32,24.31,180,1.88,C2S1,0.00,P.S.
17,KARIMNAGAR,Thimmapur,Alugunur,79.15,18.40,252,Post-monsoon 2021,8.24,400,256,0,120,40,0.56,5.44,16,37,1,24,14.59,120,1.47,C2S1,0.00,P.S.
18,KARIMNAGAR,Thimmapur,Nedunur,79.14,18.31,277,Post-monsoon 2021,8.22,302,193,0,80,40,0.51,9.46,10,26,1,16,14.59,100,1.13,C2S1,-0.40,P.S.
19,KARIMNAGAR,Veenavanka,Veenavanka,79.42,18.35,200,Post-monsoon 2021,8.33,1674,1071,30,440,200,0.96,2.01,51,168,8,72,68.07,460,3.41,C3S1,0.20,P.S.
1,KHAMMAM,Bonakal,Mustikunta,80.22,17.04,20,Post-monsoon 2021,7.89,1259,806,0,190,220,0.49,102,35,104,2,24,83,400,2.25,C3S1,-4.20,P.S.
2,KHAMMAM,Bonakal,Pedabeeravalli,80.30,17.05,,Post-monsoon 2021,7.78,1074,687,0,240,140,0.60,68,25,100,8,40,49,300,2.51,C3S1,-1.20,P.S.
3,KHAMMAM,Chintakani,Pandillapalli,80.18,17.15,,Post-monsoon 2021,7.64,1585,1014,0,220,190,0.69,53,233,147,2,80,63,460,2.97,C3S1,-4.80,P.S.
4,KHAMMAM,Enkoor,Enkoor,80.44,17.33,,Post-monsoon 2021,7.57,792,507,0,260,60,0.64,49,16,64,6,32,44,260,1.73,C3S1,0.00,P.S.
5,KHAMMAM,Enkoor,Timmaraopeta,80.37,17.37,,Post-monsoon 2021,8.25,1242,795,0,450,60,1.67,97,19,211,6,8,39,180,6.85,C3S2,5.40,U.S.
6,KHAMMAM,Kallur,Kallur,80.55,17.21,40,Post-monsoon 2021,7.88,945,605,0,200,150,0.77,44,22,97,18,16,49,240,2.72,C3S1,-0.80,P.S.
7,KHAMMAM,Kamepalli,Kothalingala,80.24,17.43,81,Post-monsoon 2021,7.78,840,538,0,190,130,0.72,11,28,69,6,24,49,260,1.85,C3S1,-1.40,P.S.
8,KHAMMAM,Kamepalli,Ootkuru,80.30,17.46,,Post-monsoon 2021,7.72,869,556,0,180,150,0.47,11,19,90,11,32,34,220,2.64,C3S1,-0.80,P.S.
9,KHAMMAM,Khammam (R ),Theerthala,80.14,17.37,,Post-monsoon 2021,7.53,853,546,0,330,50,1.29,5,15,38,3,16,73,340,0.90,C3S1,-0.20,P.S.
10,KHAMMAM,Khammam (R ),M.V.Palem,80.10,17.30,59,Post-monsoon 2021,7.91,1756,1124,0,190,220,0.72,145,260,189,192,24,44,240,5.31,C3S1,-1.00,P.S.
11,KHAMMAM,Khammam(U),Khammam I,80.13,17.23,39,Post-monsoon 2021,7.08,1025,656,0,180,190,0.54,40,29,103,7,32,49,280,2.68,C3S1,-2.00,P.S.
12,KHAMMAM,Khammam(U),Khammam-II,80.14,17.25,51,Post-monsoon 2021,7.32,610,390,0,170,80,0.93,1,13,54,5,16,34,180,1.75,C2S1,-0.20,P.S.
13,KHAMMAM,Konijerla,Gubbagurthi,80.36,17.28,,Post-monsoon 2021,7.96,1284,822,0,200,200,0.44,159,25,91,18,32,83,420,1.93,C3S1,-4.40,P.S.
14,KHAMMAM,Konijerla,Konijerla,80.29,17.22,43,Post-monsoon 2021,7.81,2168,1388,0,320,320,0.87,312,49,249,201,48,39,280,6.47,C3S2,0.80,P.S.
15,KHAMMAM,Kusumanchi,Jakkapally,79.97,17.14,,Post-monsoon 2021,7.90,753,482,0,210,90,0.55,15,22,79,34,16,29,160,2.72,C3S1,1.00,P.S.
16,KHAMMAM,Kusumanchi,Kusumanchi,79.96,17.22,158,Post-monsoon 2021,7.59,1178,754,0,90,200,0.43,36,170,101,3,48,58,360,2.31,C3S1,-5.40,P.S.
17,KHAMMAM,Madhira,Madhira,80.37,16.92,,Post-monsoon 2021,7.93,984,630,0,400,20,3.83,33,16,108,7,24,44,240,3.03,C3S1,3.20,U.S.
18,KHAMMAM,Madhira,Nidhanapuram,80.42,16.92,,Post-monsoon 2021,8.12,2045,1309,0,410,320,1.29,135,35,320,4,32,58,320,7.77,C3S2,1.80,MR
19,KHAMMAM,Mudigonda,Banapuram,80.12,17.06,,Post-monsoon 2021,8.09,2133,1365,0,240,250,0.78,223,275,208,239,32,58,320,5.06,C4S2,-1.60,P.S.
