sno,district,mandal,village,lat_gis,long_gis,RL_GIS,season,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3 ,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1
7,YADADRI,Atmakur(m),Atmakur,79.14,17.47,,Post-monsoon 2021,7.44,1394,892,0,480,100,1.59,25,78,214,7,56,29,260,5.78,C3S1,4.40,U.S.
8,YADADRI,B.Pochampalli,B.Pochampalli,78.81,17.34,378,Post-monsoon 2021,7.85,1941,1242,0,350,370,1.36,36,143,235,8,96,68,520,4.47,C3S1,-3.40,P.S.
9,YADADRI,Bhongiri,Bhongiri,78.91,17.48,401,Post-monsoon 2021,7.28,641,410,0,190,40,2.10,58,49,51,2,80,10,240,1.43,C2S1,-1.00,P.S.
10,YADADRI,Bhongiri,Chandupatla,78.98,17.50,359,Post-monsoon 2021,7.28,860,550,0,200,140,0.69,4,44,83,3,64,24,260,2.25,C3S1,-1.20,P.S.
11,YADADRI,Bhongiri,Nandanam,78.93,17.44,346,Post-monsoon 2021,7.24,2254,1443,0,530,330,4.05,32,114,316,4,80,63,460,6.40,C4S2,1.40,MR
12,YADADRI,Bibinagar,Bibinagar,78.80,17.46,423,Post-monsoon 2021,7.80,1004,643,0,90,180,1.80,93,79,69,1,120,15,360,1.58,C3S1,-5.40,P.S.
13,YADADRI,Bibinagar,Yenkiryal,78.77,17.40,392,Post-monsoon 2021,7.85,632,404,0,180,60,0.35,15,41,38,1,64,19,240,1.07,C2S1,-1.20,P.S.
14,YADADRI,Choutuppal,D.Malkapur,78.80,17.26,454,Post-monsoon 2021,8.00,699,447,0,190,60,1.41,9,79,68,2,40,29,220,1.99,C2S1,-0.60,P.S.
15,YADADRI,M.Turkapally,Ch.Laxmapur,78.75,17.65,565,Post-monsoon 2021,7.91,563,360,0,220,30,0.93,6,37,76,1,32,15,140,2.79,C2S1,1.60,MR
16,YADADRI,Mothukur,Kanchanapalli,79.34,17.40,245,Post-monsoon 2021,7.27,1496,957,0,230,230,0.48,71,111,140,61,112,15,340,3.30,C3S1,-2.20,P.S.
17,YADADRI,Mothukur,Mothukur,79.26,17.45,268,Post-monsoon 2021,7.84,1592,1019,0,320,300,1.64,12,59,236,3,56,34,280,6.12,C3S1,0.80,P.S.
18,YADADRI,Mothukur,Paladugu,79.19,17.39,273,Post-monsoon 2021,7.71,981,628,0,80,220,0.34,59,85,99,4,24,58,300,2.49,C3S1,-4.40,P.S.
19,YADADRI,Mothukur,Podichedu,79.28,17.38,251,Post-monsoon 2021,7.66,928,594,0,320,50,2.61,48,52,90,1,64,34,300,2.27,C3S1,0.40,P.S.
20,YADADRI,Rajapet,Bondugala,78.97,17.77,453,Post-monsoon 2021,8.04,1433,917,0,260,250,0.44,6,108,249,15,64,5,180,8.05,C3S2,1.60,MR
21,YADADRI,Rajapet,Kurraram,78.93,17.78,467,Post-monsoon 2021,6.85,1166,746,0,260,110,0.52,116,102,91,4,128,24,420,1.94,C3S1,-3.20,P.S.
22,YADADRI,Rajapet,Raghunadapuram,78.95,17.68,423,Post-monsoon 2021,7.91,938,600,0,270,100,1.73,48,46,65,1,56,53,360,1.49,C3S1,-1.80,P.S.
23,YADADRI,Rajapet,Rajapet,78.93,17.73,435,Post-monsoon 2021,7.09,673,431,0,250,20,2.40,37,36,40,2,80,15,260,1.09,C2S1,-0.20,P.S.
24,YADADRI,Rajapet,Somaram,78.99,17.73,410,Post-monsoon 2021,7.01,1125,720,0,370,80,1.49,36,61,104,3,72,39,340,2.46,C3S1,0.60,P.S.
25,YADADRI,Ramannapet,Ramanapet,79.10,17.28,301,Post-monsoon 2021,8.10,1798,1151,0,240,350,1.43,96,100,152,1,48,117,600,2.70,C3S1,-7.20,P.S.
26,YADADRI,Ramannapet,Yellanki,79.03,17.29,323,Post-monsoon 2021,7.56,1446,925,0,430,150,1.27,23,51,113,2,88,63,480,2.25,C3S1,-1.00,P.S.
27,YADADRI,Ramannapet,Yennaram,79.20,17.32,269,Post-monsoon 2021,8.08,1767,1131,0,360,290,1.29,3,104,255,3,56,44,320,6.19,C3S1,0.80,P.S.
28,YADADRI,S.Narayanpur,S.Narayanpur,78.86,17.14,389,Post-monsoon 2021,7.70,942,603,0,150,130,1.12,123,82,104,1,72,29,300,2.60,C3S1,-3.00,P.S.
29,YADADRI,Thurkapally,Gandamalla,78.85,17.73,483,Post-monsoon 2021,7.42,2820,1805,0,520,300,1.34,376,182,221,171,104,112,720,3.57,C4S1,-4.00,P.S.
30,YADADRI,Valigonda,Arror,79.11,17.39,294,Post-monsoon 2021,7.50,2957,1892,0,120,880,0.96,3,153,249,12,256,73,940,3.53,C4S1,-16.40,P.S.
31,YADADRI,Valigonda,T. somaram,78.95,17.40,339,Post-monsoon 2021,7.52,913,584,0,130,160,1.15,12,70,85,3,96,5,260,2.30,C3S1,-2.60,P.S.
32,YADADRI,Valigonda,Varkatpally,78.93,17.34,339,Post-monsoon 2021,7.97,1891,1210,0,350,360,0.39,9,84,42,5,112,136,840,0.62,C3S1,-9.80,P.S.
33,YADADRI,Valigonda,Vemulakonda,79.14,17.35,265,Post-monsoon 2021,7.57,3950,2528,0,20,1080,0.54,64,476,391,5,280,107,1140,5.03,C4S2,-22.40,P.S.
34,YADADRI,Y.Gutta,Mallapuram,78.91,17.63,439,Post-monsoon 2021,7.75,801,513,0,150,150,1.83,1,63,111,2,24,29,180,3.61,C3S1,-0.60,P.S.
35,YADADRI,Y.Gutta,Motakondur,79.03,17.55,342,Post-monsoon 2021,7.71,655,419,0,220,20,0.91,88,41,23,6,88,19,300,0.57,C2S1,-1.60,P.S.
